Ticker,Date,Price,H_value
IBM,2023-01-03,141.55,0.08769918115103406
IBM,2023-01-04,142.6,0.03901104121515355
IBM,2023-01-05,141.11,0.3110810298860858
IBM,2023-01-06,143.7,0.0632083977809255
IBM,2023-01-09,143.55,0.05294033467607813
IBM,2023-01-10,144.8,-0.08094596796310935
IBM,2023-01-11,145.26,0.03251468761847937
IBM,2023-01-12,145.55,0.04784169595814842
IBM,2023-01-13,145.89,-0.2604591183680512
IBM,2023-01-17,145.19,-0.08937483565617511
IBM,2023-01-18,140.41,0.016753839561746253
IBM,2023-01-19,140.62,-0.32523446669230105
IBM,2023-01-20,141.2,0.06683862641174834
IBM,2023-01-23,141.86,-0.16988129646621078
IBM,2023-01-24,141.49,0.003518278597414922
IBM,2023-01-25,140.76,0.2678974221757702
IBM,2023-01-26,134.45,-0.2709555979094367
IBM,2023-01-27,134.39,-0.23477176917911854
IBM,2023-01-30,135.3,-0.23222499274429415
IBM,2023-01-31,134.73,-0.06042394697231432
IBM,2023-02-01,135.09,-0.09073887443526336
IBM,2023-02-02,136.39,0.28731659201679566
IBM,2023-02-03,136.94,-0.5272614554779081
IBM,2023-02-06,136.18,-0.33902802697837836
IBM,2023-02-07,135.84,-0.25586221443201806
IBM,2023-02-08,135.98,-0.34735691002206404
IBM,2023-02-09,133.75,0.1680697083671741
IBM,2023-02-10,135.6,0.05708572379748916
IBM,2023-02-13,137.35,0.21649273520654308
IBM,2023-02-14,136.01,0.05824725995969802
IBM,2023-02-15,136.4,0.15426555576865505
IBM,2023-02-16,135.0,0.049579658911182045
IBM,2023-02-17,135.02,-0.01361685737996826
IBM,2023-02-21,131.71,0.08924968609635889
IBM,2023-02-22,130.97,0.24948401310502893
IBM,2023-02-23,130.79,-0.031168214833577
IBM,2023-02-24,130.57,0.056554834695869645
IBM,2023-02-27,130.49,-0.005401277495545973
IBM,2023-02-28,129.3,0.23369737716050537
IBM,2023-03-01,128.19,0.2572861830816107
IBM,2023-03-02,128.93,0.21743518117249472
IBM,2023-03-03,129.64,0.18677700860967555
IBM,2023-03-06,130.19,0.053801311089702264
IBM,2023-03-07,128.25,0.037324665795631276
IBM,2023-03-08,128.05,0.07689900266633926
IBM,2023-03-09,126.16,0.15344768935442477
IBM,2023-03-10,125.45,-0.07496585912526164
IBM,2023-03-13,125.58,0.18902004338342215
IBM,2023-03-14,124.65,0.1663165839116619
IBM,2023-03-15,123.28,0.24136818031052676
IBM,2023-03-16,124.7,0.16694950996079916
IBM,2023-03-17,123.69,0.13808482515923481
IBM,2023-03-20,125.94,-0.0756351574262614
IBM,2023-03-21,126.57,-0.054480529998319135
IBM,2023-03-22,124.05,0.00023732765484180238
IBM,2023-03-23,123.37,0.10983566325180451
IBM,2023-03-24,125.29,-0.30898271983351716
IBM,2023-03-27,129.31,-0.08576001378336147
IBM,2023-03-28,129.34,0.11603123643972203
IBM,2023-03-29,129.71,0.09523157113627012
IBM,2023-03-30,129.22,0.27900192259834267
IBM,2023-03-31,131.09,-0.23209519063944536
IBM,2023-04-03,132.06,0.018780251325269733
IBM,2023-04-04,131.6,-0.028614124285382955
IBM,2023-04-05,132.14,-0.035197581750409414
IBM,2023-04-06,130.5,-0.12973945621269756
IBM,2023-04-10,131.03,-0.07739426685260552
IBM,2023-04-11,130.42,0.043574930132273745
IBM,2023-04-12,128.54,0.3057681484704669
IBM,2023-04-13,127.9,-0.18728698832754997
IBM,2023-04-14,128.14,0.013440536151427929
IBM,2023-04-17,127.82,-0.2278109975696375
IBM,2023-04-18,127.78,-0.011623847306217995
IBM,2023-04-19,126.32,0.2997640362754625
IBM,2023-04-20,126.36,0.32994463046340655
IBM,2023-04-21,125.73,0.005578409652785236
IBM,2023-04-24,125.4,-0.12433823170876179
IBM,2023-04-25,125.89,-0.2643027231786881
IBM,2023-04-26,125.85,-0.2275537878072706
IBM,2023-04-27,126.97,-0.055404299251739106
IBM,2023-04-28,126.41,-0.20233859210543576
IBM,2023-05-01,126.09,-0.07026018807772597
IBM,2023-05-02,125.16,-0.3152221791734273
IBM,2023-05-03,123.45,-0.20029408542279706
IBM,2023-05-04,122.57,-0.1245591329760849
IBM,2023-05-05,123.65,-0.5380673072457348
IBM,2023-05-08,123.4,-0.6105186454239553
IBM,2023-05-09,121.17,0.0551566333634416
IBM,2023-05-10,122.02,0.019900256370857655
IBM,2023-05-11,120.9,0.39446610732314
IBM,2023-05-12,122.84,0.10717353552822677
IBM,2023-05-15,123.36,0.08918068689732211
IBM,2023-05-16,123.46,0.18797730041336685
IBM,2023-05-17,125.71,0.35860622161927086
IBM,2023-05-18,126.15,0.2559708901738718
IBM,2023-05-19,127.26,0.09117444852903848
IBM,2023-05-22,127.5,0.1710808583801497
IBM,2023-05-23,128.18,0.1711628656985738
IBM,2023-05-24,125.68,0.07471544125707659
IBM,2023-05-25,126.76,0.25565545606950735
IBM,2023-05-26,128.89,0.09926311637343765
IBM,2023-05-30,129.48,0.14296327104841156
IBM,2023-05-31,128.59,0.1606752165867039
IBM,2023-06-01,129.82,0.2293709507263624
IBM,2023-06-02,132.42,0.18956467403685157
IBM,2023-06-05,132.64,0.1544879067158218
IBM,2023-06-06,132.69,0.20261221762540013
IBM,2023-06-07,134.38,-0.10699642687345359
IBM,2023-06-08,134.41,0.27305097477145596
IBM,2023-06-09,135.3,0.013491366663689951
IBM,2023-06-12,136.42,-0.05448274081677079
IBM,2023-06-13,137.6,0.2803046890629968
IBM,2023-06-14,137.2,0.13333950499536176
IBM,2023-06-15,138.4,0.21801229953291468
IBM,2023-06-16,137.48,0.07599018041892233
IBM,2023-06-20,135.96,0.45845334833624446
IBM,2023-06-21,133.69,0.1834068573426741
IBM,2023-06-22,131.17,-0.037382227228704865
IBM,2023-06-23,129.43,0.22541274317116944
IBM,2023-06-26,131.34,0.21360818613880475
IBM,2023-06-27,132.34,0.20205657788695214
IBM,2023-06-28,131.76,0.15299473030430089
IBM,2023-06-29,134.06,0.43081415107866117
IBM,2023-06-30,133.81,0.42036770605182816
IBM,2023-07-03,133.67,-0.059575453062524535
IBM,2023-07-05,134.24,0.08813908531733625
IBM,2023-07-06,132.16,-0.0024194112404013475
IBM,2023-07-07,132.08,0.23855992265247075
IBM,2023-07-10,132.9,0.11192218660876066
IBM,2023-07-11,134.44,-0.011668214045048688
IBM,2023-07-12,132.84,0.09515920820540713
IBM,2023-07-13,133.92,0.4693346187098462
IBM,2023-07-14,133.4,0.05892735132749082
IBM,2023-07-17,134.24,0.3929433752755383
IBM,2023-07-18,135.36,-0.2835998696942819
IBM,2023-07-19,135.48,0.48549644746403847
IBM,2023-07-20,138.38,0.018551680343083205
IBM,2023-07-21,138.94,0.23980660164107492
IBM,2023-07-24,139.54,0.19581953015099243
IBM,2023-07-25,140.33,0.3754446081331238
IBM,2023-07-26,141.07,0.19804234615771546
IBM,2023-07-27,142.97,-0.01087956089047455
IBM,2023-07-28,143.45,0.2650280819826311
IBM,2023-07-31,144.18,0.22720160489003355
IBM,2023-08-01,143.33,0.26894478907299935
IBM,2023-08-02,144.17,0.03120415722760739
IBM,2023-08-03,144.45,0.07673983401127067
IBM,2023-08-04,144.24,-0.1537728874144447
IBM,2023-08-07,146.18,-0.3430999123884487
IBM,2023-08-08,145.91,-0.4420750324984454
IBM,2023-08-09,142.49,0.2927834093339003
IBM,2023-08-10,143.25,0.12122563554433895
IBM,2023-08-11,143.12,-0.2014169988433708
IBM,2023-08-14,141.91,-0.04422109742846101
IBM,2023-08-15,141.87,-0.023991976768388396
IBM,2023-08-16,140.64,0.2708435198624105
IBM,2023-08-17,140.66,0.0043557930448961295
IBM,2023-08-18,141.41,0.24985178319259782
IBM,2023-08-21,142.28,-0.034111966687512624
IBM,2023-08-22,141.49,0.012941063779972275
IBM,2023-08-23,143.41,0.030663706572693943
IBM,2023-08-24,143.55,0.2716690492736129
IBM,2023-08-25,145.35,0.14288340860029938
IBM,2023-08-28,146.02,0.005811448107313345
IBM,2023-08-29,146.45,-0.09604900207008102
IBM,2023-08-30,146.86,-0.724575123678297
IBM,2023-08-31,146.83,-0.0966128427008693
IBM,2023-09-01,147.94,0.21273914952706263
IBM,2023-09-05,148.13,0.11252300329447823
IBM,2023-09-06,148.06,-0.03884812716419746
IBM,2023-09-07,147.52,0.15539746980482258
IBM,2023-09-08,147.68,0.05982527402519415
IBM,2023-09-11,148.38,0.2330027559304135
IBM,2023-09-12,146.3,0.20139708690012678
IBM,2023-09-13,146.55,0.11931498331058721
IBM,2023-09-14,147.35,-0.10470422841070946
IBM,2023-09-15,145.99,-0.15959240941842262
IBM,2023-09-18,145.09,-0.09485249532846371
IBM,2023-09-19,146.52,0.15378365460760796
IBM,2023-09-20,149.83,0.01892471358600164
IBM,2023-09-21,147.38,0.2219824702174155
IBM,2023-09-22,146.91,-0.03338628486472084
IBM,2023-09-25,146.48,-0.22949766678213326
IBM,2023-09-26,143.24,-0.0040498357234354495
IBM,2023-09-27,143.17,-0.23069110142810487
IBM,2023-09-28,141.58,-0.016953494501234224
IBM,2023-09-29,140.3,-0.12177113998266803
IBM,2023-10-02,140.8,-0.3502382332264737
IBM,2023-10-03,140.39,-0.08691163572182782
IBM,2023-10-04,141.07,-0.3832163752511217
IBM,2023-10-05,141.52,0.032066694662842295
IBM,2023-10-06,142.03,-0.10678011460833776
IBM,2023-10-09,142.2,-0.003632430473963806
IBM,2023-10-10,142.11,-0.25126353209974694
IBM,2023-10-11,143.23,-0.0025574488753741585
IBM,2023-10-12,141.24,-0.001240270424130054
IBM,2023-10-13,138.46,-0.32840663153498956
IBM,2023-10-16,139.21,-0.3356842391184645
IBM,2023-10-17,140.32,-0.8539741135267802
IBM,2023-10-18,139.97,-0.3080817035317372
IBM,2023-10-19,138.01,-0.10126175032507613
IBM,2023-10-20,137.16,-0.0692789376326116
IBM,2023-10-23,136.38,0.059887097172073266
IBM,2023-10-24,137.79,0.4055992294454286
IBM,2023-10-25,137.08,-0.06637095391127645
IBM,2023-10-26,143.76,-0.026501722411299247
IBM,2023-10-27,142.52,-1.047503099557223
IBM,2023-10-30,142.63,0.2641009188075251
IBM,2023-10-31,144.64,0.19263875278261477
IBM,2023-11-01,145.4,-0.4623011628719186
IBM,2023-11-02,147.01,0.3167270791762164
IBM,2023-11-03,147.9,-0.3574158778822191
IBM,2023-11-06,148.97,-0.08916200138043355
IBM,2023-11-07,148.83,-0.18736764033530529
IBM,2023-11-08,148.03,-0.1874100648288442
IBM,2023-11-09,146.62,0.09988890559275151
IBM,2023-11-10,149.02,0.1754167276368164
IBM,2023-11-13,148.1,0.22176787117842214
IBM,2023-11-14,150.41,0.23117739393204148
IBM,2023-11-15,152.58,0.23918898259705942
IBM,2023-11-16,153.06,-0.30503463293411304
IBM,2023-11-17,152.89,0.20662442746701884
IBM,2023-11-20,154.35,0.06408119447054199
IBM,2023-11-21,153.91,0.32111596063822717
IBM,2023-11-22,155.13,0.592917414684073
IBM,2023-11-24,155.18,0.45477061555220544
IBM,2023-11-27,155.57,0.31486952218845893
IBM,2023-11-28,155.65,0.11715250816235423
IBM,2023-11-29,156.41,0.31220801745983884
IBM,2023-11-30,158.56,-0.8502257956795182
IBM,2023-12-01,160.55,0.3532023877692095
IBM,2023-12-04,161.1,0.3941653492117885
IBM,2023-12-05,161.39,0.5832976741120268
IBM,2023-12-06,160.28,0.12824184253655233
IBM,2023-12-07,160.22,-0.45069142665741413
IBM,2023-12-08,161.96,-0.12000886530106203
IBM,2023-12-11,163.51,-0.35264074346264235
IBM,2023-12-12,164.71,0.06950774661221253
IBM,2023-12-13,163.62,4.617572675581829
IBM,2023-12-14,162.91,-0.5878430474157615
IBM,2023-12-15,162.23,-0.5219479154205711
IBM,2023-12-18,162.74,0.4262684324151137
IBM,2023-12-19,161.56,0.5165777276857904
IBM,2023-12-20,160.05,-0.8084751729137247
IBM,2023-12-21,160.78,2.5594128022488043
IBM,2023-12-22,162.14,0.18222716587762366
IBM,2023-12-26,163.21,0.307888473902198
IBM,2023-12-27,163.46,0.12036185650620303
IBM,2023-12-28,163.75,5.160258732155694
IBM,2023-12-29,163.55,3.393211137665968
NVDA,2023-01-03,143.15,0.4253711659173262
NVDA,2023-01-04,147.49,0.010359808893858647
NVDA,2023-01-05,142.65,0.26491379009203975
NVDA,2023-01-06,148.59,0.4483701129689084
NVDA,2023-01-09,156.28,0.3996487694319617
NVDA,2023-01-10,159.09,0.36696470222443967
NVDA,2023-01-11,160.01,0.1587686604659201
NVDA,2023-01-12,165.11,-0.23336679633741697
NVDA,2023-01-13,168.99,0.3960054191390447
NVDA,2023-01-17,177.02,0.27831966995764396
NVDA,2023-01-18,173.77,-0.19609011396242862
NVDA,2023-01-19,167.65,0.36341626942043653
NVDA,2023-01-20,178.39,0.18539017203334412
NVDA,2023-01-23,191.93,0.42623476142122185
NVDA,2023-01-24,192.65,0.47542468274356475
NVDA,2023-01-25,193.23,0.09135019680133744
NVDA,2023-01-26,198.02,-0.21570953972722903
NVDA,2023-01-27,203.65,0.30900031871147376
NVDA,2023-01-30,191.62,0.349660516030854
NVDA,2023-01-31,195.37,0.3366205549309799
NVDA,2023-02-01,209.43,0.330526281823136
NVDA,2023-02-02,217.09,0.31861784734137405
NVDA,2023-02-03,211.0,0.2716709107084393
NVDA,2023-02-06,210.89,0.3066989997655265
NVDA,2023-02-07,221.73,0.48645692514115735
NVDA,2023-02-08,222.05,0.48446941855135406
NVDA,2023-02-09,223.37,0.3893296270692114
NVDA,2023-02-10,212.65,0.18385407289810263
NVDA,2023-02-13,217.88,0.3163473680191349
NVDA,2023-02-14,229.71,0.157620208017313
NVDA,2023-02-15,227.64,0.2601475400471182
NVDA,2023-02-16,220.02,-0.32490701333704197
NVDA,2023-02-17,213.88,0.25041272954563165
NVDA,2023-02-21,206.55,0.307799025711742
NVDA,2023-02-22,207.54,0.3723001176374973
NVDA,2023-02-23,236.64,0.45317458729259924
NVDA,2023-02-24,232.86,0.46004660887830184
NVDA,2023-02-27,235.01,0.2670039261116842
NVDA,2023-02-28,232.16,0.42409946591458797
NVDA,2023-03-01,226.98,0.3647221049729194
NVDA,2023-03-02,233.14,0.29170949017988096
NVDA,2023-03-03,238.9,0.35781570944190344
NVDA,2023-03-06,235.54,0.2829471678862065
NVDA,2023-03-07,232.88,0.29163394795671455
NVDA,2023-03-08,241.81,0.3407081168604028
NVDA,2023-03-09,234.36,-0.11436787379602445
NVDA,2023-03-10,229.65,0.01127548109709316
NVDA,2023-03-13,229.66,-0.07603349172254734
NVDA,2023-03-14,240.63,-0.3984188199856373
NVDA,2023-03-15,242.28,0.13023355386818278
NVDA,2023-03-16,255.41,0.1455237952574977
NVDA,2023-03-17,257.25,0.09946909709642661
NVDA,2023-03-20,259.0,0.2490144880271632
NVDA,2023-03-21,261.99,0.2093927191843603
NVDA,2023-03-22,264.68,-0.2886141846403506
NVDA,2023-03-23,271.91,0.3048504260299973
NVDA,2023-03-24,267.79,0.11718824650846756
NVDA,2023-03-27,265.31,0.15269577059739226
NVDA,2023-03-28,264.1,0.2842506549808969
NVDA,2023-03-29,269.84,0.04187469762623487
NVDA,2023-03-30,273.83,0.31726075446369395
NVDA,2023-03-31,277.77,0.38997905998945925
NVDA,2023-04-03,279.65,0.08252995698864461
NVDA,2023-04-04,274.53,0.3258235912489436
NVDA,2023-04-05,268.81,0.41691318613395684
NVDA,2023-04-06,270.37,0.18175277351446595
NVDA,2023-04-10,275.79,0.1339687020508756
NVDA,2023-04-11,271.69,0.243639293715723
NVDA,2023-04-12,264.95,0.15972104620680938
NVDA,2023-04-13,264.63,0.2748234406416531
NVDA,2023-04-14,267.58,0.4846320136190152
NVDA,2023-04-17,270.02,0.06613626812147028
NVDA,2023-04-18,276.67,0.41854582123467354
NVDA,2023-04-19,279.31,0.45830184257413364
NVDA,2023-04-20,271.04,0.41951654512676845
NVDA,2023-04-21,271.19,0.300479253074384
NVDA,2023-04-24,270.42,0.24698979040039468
NVDA,2023-04-25,262.41,0.03271806699093928
NVDA,2023-04-26,269.56,0.21098389027708167
NVDA,2023-04-27,272.26,0.10908898994640738
NVDA,2023-04-28,277.49,0.26544318455253113
NVDA,2023-05-01,289.1,0.2597851730845285
NVDA,2023-05-02,282.1,0.3685232463740778
NVDA,2023-05-03,278.02,0.3381558351719873
NVDA,2023-05-04,275.62,0.007321329262858882
NVDA,2023-05-05,286.8,0.24722776404499525
NVDA,2023-05-08,291.51,0.23606451194125241
NVDA,2023-05-09,285.71,0.27119799285989143
NVDA,2023-05-10,288.85,0.25326633535783205
NVDA,2023-05-11,285.78,0.39594478498618535
NVDA,2023-05-12,283.4,0.44880043988915835
NVDA,2023-05-15,289.53,0.34263550309018886
NVDA,2023-05-16,292.13,0.4534778450453762
NVDA,2023-05-17,301.78,0.27789042355955995
NVDA,2023-05-18,316.78,0.399377836140676
NVDA,2023-05-19,312.64,0.5031292710515255
NVDA,2023-05-22,311.76,1.000907589773549
NVDA,2023-05-23,306.88,0.21697555443845187
NVDA,2023-05-24,305.38,0.21136966744292063
NVDA,2023-05-25,379.8,0.2693542761213015
NVDA,2023-05-26,389.46,-2.4860672367296437
NVDA,2023-05-30,401.11,-0.6956948800324098
NVDA,2023-05-31,378.34,0.14558627630426063
NVDA,2023-06-01,397.7,0.3610239109351519
NVDA,2023-06-02,393.27,0.33528899681965224
NVDA,2023-06-05,391.71,0.4224383495587238
NVDA,2023-06-06,386.54,0.2608296146922356
NVDA,2023-06-07,374.75,0.2812880427909633
NVDA,2023-06-08,385.1,-0.014133723569545188
NVDA,2023-06-09,387.7,0.21710934806756008
NVDA,2023-06-12,394.82,-0.06704304675211267
NVDA,2023-06-13,410.22,0.005597048051909935
NVDA,2023-06-14,429.97,0.07210567273079344
NVDA,2023-06-15,426.53,0.3634995979268075
NVDA,2023-06-16,426.92,0.3377793323326953
NVDA,2023-06-20,438.08,0.2411698237984276
NVDA,2023-06-21,430.45,-0.21119307493456807
NVDA,2023-06-22,430.25,0.3690193419428025
NVDA,2023-06-23,422.09,0.27044290180570274
NVDA,2023-06-26,406.32,0.5959590601097369
NVDA,2023-06-27,418.76,0.42077550501866257
NVDA,2023-06-28,411.17,0.3282268772731271
NVDA,2023-06-29,408.22,0.39257270027295277
NVDA,2023-06-30,423.02,0.3272760469939218
NVDA,2023-07-03,424.13,-0.39621192410404993
NVDA,2023-07-05,423.17,0.009474819134759198
NVDA,2023-07-06,421.03,-0.06696202702076849
NVDA,2023-07-07,425.03,0.26020974571593175
NVDA,2023-07-10,421.8,0.3343813933011303
NVDA,2023-07-11,424.05,0.2442842794597437
NVDA,2023-07-12,439.02,-0.6128780624750342
NVDA,2023-07-13,459.77,-0.030831196856318407
NVDA,2023-07-14,454.69,0.38009955979895343
NVDA,2023-07-17,464.61,0.74872265886672
NVDA,2023-07-18,474.94,0.1913794624140666
NVDA,2023-07-19,470.77,0.166957051438324
NVDA,2023-07-20,455.2,0.3547688544058055
NVDA,2023-07-21,443.09,0.05073917550541789
NVDA,2023-07-24,446.12,0.6595049085636038
NVDA,2023-07-25,456.79,1.122227688397623
NVDA,2023-07-26,454.52,0.6502329735452896
NVDA,2023-07-27,459.0,0.46144532637494223
NVDA,2023-07-28,467.5,0.9469129823959693
NVDA,2023-07-31,467.29,1.072038400517543
NVDA,2023-08-01,465.07,0.3400752003654795
NVDA,2023-08-02,442.69,0.42904666366830113
NVDA,2023-08-03,445.15,0.6808946061609596
NVDA,2023-08-04,446.8,0.5770039328835671
NVDA,2023-08-07,454.165,0.8465810282498378
NVDA,2023-08-08,446.64,-0.03014898890694379
NVDA,2023-08-09,425.54,0.08801498607104964
NVDA,2023-08-10,423.88,0.08144625026036637
NVDA,2023-08-11,408.55,0.1157929860229117
NVDA,2023-08-14,437.53,0.5364906391135955
NVDA,2023-08-15,439.4,0.2613131818785578
NVDA,2023-08-16,434.86,-0.6105389022871958
NVDA,2023-08-17,433.435,-0.043220458092910814
NVDA,2023-08-18,432.99,-0.024252732446754684
NVDA,2023-08-21,469.67,0.014719019591830997
NVDA,2023-08-22,456.68,-0.38290745502961393
NVDA,2023-08-23,471.16,-0.02259736116139128
NVDA,2023-08-24,471.63,-0.08252415240020242
NVDA,2023-08-25,460.18,-1.0959018214957872
NVDA,2023-08-28,468.35,-0.08462026303895763
NVDA,2023-08-29,487.84,-0.1506947540711221
NVDA,2023-08-30,492.64,0.21491946369306622
NVDA,2023-08-31,493.55,0.29179959326843363
NVDA,2023-09-01,485.09,0.20267239202106152
NVDA,2023-09-05,485.48,0.5117400753400905
NVDA,2023-09-06,470.61,0.37613589306386075
NVDA,2023-09-07,462.41,0.10235370510083588
NVDA,2023-09-08,455.72,0.12828737794099904
NVDA,2023-09-11,451.78,-0.10283493178367283
NVDA,2023-09-12,448.7,-0.1155283158154838
NVDA,2023-09-13,454.85,-0.2730757842399249
NVDA,2023-09-14,455.81,0.04672293081881701
NVDA,2023-09-15,439.0,-0.19830324057245333
NVDA,2023-09-18,439.66,0.5593666115477657
NVDA,2023-09-19,435.2,-0.08060129074997598
NVDA,2023-09-20,422.39,-0.2541586932985049
NVDA,2023-09-21,410.17,0.09058343798967862
NVDA,2023-09-22,416.1,-0.23867387048113645
NVDA,2023-09-25,422.22,-0.07624065768807906
NVDA,2023-09-26,419.11,-0.29742134171695933
NVDA,2023-09-27,424.68,0.04295710934266358
NVDA,2023-09-28,430.89,0.04011853266971
NVDA,2023-09-29,434.99,0.5350064502833886
NVDA,2023-10-02,447.82,-0.2628990588101735
NVDA,2023-10-03,435.17,-0.4849943277493014
NVDA,2023-10-04,440.41,-0.5413468844511335
NVDA,2023-10-05,446.88,-0.15897364135334868
NVDA,2023-10-06,457.62,0.024005082744361344
NVDA,2023-10-09,452.73,-0.3099879702832324
NVDA,2023-10-10,457.98,-0.4680382034713575
NVDA,2023-10-11,468.06,-0.17407373685681277
NVDA,2023-10-12,469.45,0.3229972844077484
NVDA,2023-10-13,454.61,-0.2867440797312795
NVDA,2023-10-16,460.95,-0.5106500794322575
NVDA,2023-10-17,439.38,-0.22466136928366692
NVDA,2023-10-18,421.96,-0.24184958116814545
NVDA,2023-10-19,421.01,-0.056038046688207305
NVDA,2023-10-20,413.87,-0.17212263708704936
NVDA,2023-10-23,429.75,-0.043753176682351395
NVDA,2023-10-24,436.63,-0.04158904358030639
NVDA,2023-10-25,417.79,0.25000532284413785
NVDA,2023-10-26,403.26,0.3752885020750548
NVDA,2023-10-27,405.0,-0.16273886975361235
NVDA,2023-10-30,411.61,0.2908235625364831
NVDA,2023-10-31,407.8,0.022879320964374228
NVDA,2023-11-01,423.25,0.4522619869093948
NVDA,2023-11-02,435.06,0.15636118326753543
NVDA,2023-11-03,450.05,0.10347941199856378
NVDA,2023-11-06,457.51,0.23018764722247917
NVDA,2023-11-07,459.55,0.015003597585997083
NVDA,2023-11-08,465.74,0.33563611270781213
NVDA,2023-11-09,469.5,-0.2905780279332286
NVDA,2023-11-10,483.35,0.3729874274762719
NVDA,2023-11-13,486.2,0.3643925221437946
NVDA,2023-11-14,496.56,0.026587147543881397
NVDA,2023-11-15,488.88,-0.03495690474572294
NVDA,2023-11-16,494.8,-0.2999965112182421
NVDA,2023-11-17,492.98,0.22725434700199765
NVDA,2023-11-20,504.09,0.45826197223874465
NVDA,2023-11-21,499.44,0.14032824406697755
NVDA,2023-11-22,487.16,0.3321694479747014
NVDA,2023-11-24,477.76,0.18932781837217086
NVDA,2023-11-27,482.42,0.42663003327188825
NVDA,2023-11-28,478.21,0.10493365680036176
NVDA,2023-11-29,481.4,-0.07821092486222858
NVDA,2023-11-30,467.7,0.20693967979322211
NVDA,2023-12-01,467.65,0.20354443770554098
NVDA,2023-12-04,455.1,-0.1450283890652651
NVDA,2023-12-05,465.66,0.34565019182388385
NVDA,2023-12-06,455.03,0.026703623809206326
NVDA,2023-12-07,465.96,0.08961474450819042
NVDA,2023-12-08,475.06,0.2926805322259218
NVDA,2023-12-11,466.27,0.40898112641402706
NVDA,2023-12-12,476.57,0.04361556097740925
NVDA,2023-12-13,480.88,-0.29156949420780215
NVDA,2023-12-14,483.5,-0.1444605889025918
NVDA,2023-12-15,488.9,-0.4847257644667792
NVDA,2023-12-18,500.77,-0.8597922060917619
NVDA,2023-12-19,496.04,-0.2109396580201115
NVDA,2023-12-20,481.11,0.005514741194295213
NVDA,2023-12-21,489.9,-0.0658442175877678
NVDA,2023-12-22,488.3,0.1345967147010207
NVDA,2023-12-26,492.79,-0.10908147530405723
NVDA,2023-12-27,494.17,-0.18409840715278114
NVDA,2023-12-28,495.22,0.32402653438929063
NVDA,2023-12-29,495.22,0.27893557154496834
